"","FinitePool_1","MediaExp_5","DemEdu","DemHealthcare","MediaExp_7","Longitude_3","Personal_7","MediaExp_3","Trustingroups_5","Personal_5","Ethnicmin","FinitePool_4","SARS","KnowledgeCert_2","Trustingroups_2","DemGen","COVIDexp","Longitude_2","quota_age","FinitePool_5","Trustingroups_4","Friends_7","Vaccine_2","COVIDeffect_4"
"4573","7","1","4","2","1","2","1","1","2","4","2","3","2","1","3","1","8","2","3","7","3","2","1","1"
"4574","7","1","1","2","1","5","2","1","3","4","1","7","2","3","4","2","8","6","2","7","2","3","1","1"
"4575","7","1","4","2","1","7","4","1","4","4","1","7","2","2","4","2","8","7","2","7","4","6","1","1"
"4576","6","1","4","2","2","1","3","1","3","5","2","5","2","3","4","2","8","3","4","5","4","4","1","1"
"4577","1","2","4","2","2","2","1","1","1","6","2","1","2","5","3","2","8","5","2","7","2","2","1","1"
"4578","6","2","3","2","1","4","5","1","1","6","2","6","2","3","3","2","8","4","3","6","4","6","1","2"
"4579","7","1","5","2","1","2","7","1","3","7","2","7","1","1","3","2","2","7","2","7","4","5","1","3"
"4581","7","2","3","2","2","1","5","1","3","2","1","6","1","2","2","2","8","1","1","7","2","4","1","1"
"4582","5","1","1","2","1","4","5","1","1","2","2","6","2","3","2","1","8","5","3","7","3","2","1","1"
"4583","7","2","4","2","2","1","2","1","1","6","2","5","2","2","2","1","8","1","2","7","3","1","1","1"
"4584","6","1","2","2","1","2","5","1","1","6","4","5","2","4","4","2","8","4","1","6","3","6","1","1"
"4585","5","1","4","2","1","2","4","1","1","5","2","4","2","3","3","1","8","7","3","7","3","4","2","1"
"4586","5","1","3","2","1","3","3","1","4","4","2","4","2","4","3","1","8","4","1","5","3","4","1","1"
"4587","7","1","4","2","1","1","2","1","2","7","2","4","2","2","3","1","8","2","2","7","4","3","1","1"
"4588","1","1","4","2","1","1","1","1","1","1","4","7","1","4","1","2","8","1","1","1","5","7","1","1"
"4589","5","1","3","2","1","5","5","1","3","6","2","5","2","5","3","1","8","6","2","5","3","5","1","3"
"4590","5","2","4","2","1","1","3","1","3","2","2","4","2","2","4","2","8","1","3","7","4","2","1","1"
"4591","5","1","5","2","1","1","1","1","1","4","2","1","2","1","3","2","8","1","3","7","3","1","1","1"
"4592","7","1","4","2","1","6","5","1","1","7","1","6","1","2","2","2","1","5","2","6","2","4","1","5"
"4593","4","1","4","2","2","1","1","1","1","1","2","1","2","3","3","2","8","1","3","5","3","1","1","1"
"4594","7","2","1","2","1","1","1","2","2","3","2","4","2","4","3","1","8","5","4","7","4","4","1","1"
"4595","7","1","2","2","1","2","3","1","1","7","1","5","2","3","4","1","8","3","2","7","3","3","2","1"
"4596","5","2","3","2","1","1","4","1","3","4","1","2","2","7","4","1","8","4","5","7","4","4","1","5"
"4598","5","2","1","2","2","2","5","1","2","3","2","3","2","2","4","2","8","3","2","6","2","2","1","1"
"4599","7","1","4","2","2","1","4","1","2","2","2","4","2","3","4","2","8","3","3","7","2","4","1","1"
"4600","6","1","4","2","2","1","5","1","1","5","2","7","2","5","1","1","8","3","1","7","1","5","1","1"
"4601","4","1","2","1","2","4","3","1","5","3","4","5","2","5","2","1","8","4","2","7","2","4","1","1"
"4602","1","1","4","2","1","3","1","1","2","4","2","4","2","3","2","2","8","4","2","7","2","4","1","2"
"4603","7","1","2","2","1","1","5","1","3","3","2","7","2","2","4","1","8","1","3","7","4","2","1","1"
"4604","7","1","4","2","1","1","5","1","1","7","4","4","2","3","3","2","8","1","2","7","3","4","1","1"
"4605","5","1","2","2","1","1","4","1","1","4","4","4","2","4","3","1","8","3","3","6","3","4","1","1"
"4606","7","1","3","1","1","3","7","1","1","3","2","7","2","2","2","2","8","3","2","7","4","7","1","1"
"4607","7","2","4","2","1","1","3","1","1","3","2","4","1","3","2","1","8","2","2","6","1","3","1","1"
"4608","7","2","2","2","1","2","7","1","2","7","2","7","2","1","3","1","8","7","2","7","4","6","1","1"
"4609","7","2","3","2","1","1","5","1","2","7","1","7","2","2","3","2","8","1","2","7","5","7","1","1"
"4610","7","1","4","2","1","1","1","2","1","3","1","4","1","5","1","2","3","5","2","4","3","5","1","5"
"4611","5","1","4","2","1","1","2","1","2","5","2","4","2","3","4","2","8","2","1","5","5","3","1","4"
"4612","7","1","4","2","1","1","4","1","1","4","4","2","2","5","5","1","8","1","1","7","2","4","1","1"
"4613","6","1","4","2","1","1","1","1","3","4","2","4","2","5","4","2","8","1","3","6","2","3","1","1"
"4614","7","1","4","2","1","1","4","1","3","6","2","4","2","4","4","1","8","2","2","7","4","6","1","2"
"4615","7","1","2","2","1","1","1","1","1","7","2","7","2","7","5","1","8","3","2","7","4","1","1","1"
"4616","6","1","4","2","1","1","4","1","2","6","2","6","2","5","3","1","8","4","1","6","4","5","1","2"
"4617","6","1","2","2","1","2","5","1","2","6","1","6","2","2","4","1","8","7","4","7","2","3","1","1"
"4618","6","1","4","1","1","2","3","1","3","6","2","5","2","5","3","1","8","3","2","6","3","4","1","1"
